Name,Brand,SeasonScore_Summer,SeasonScore_Winter,SeasonScore_Spring,SeasonScore_Fall,GenderScore_Men,GenderScore_Women,GenderScore_Unisex
Baie 19 Eau de Parfum,Le Labo,3.2,4.6,1.6,3.5999999999999996,1.3,0.0,1.0
Across The Ocean Eau de Parfum,Gravel,7.0,16.6,1.8,0.0,7.7,5.0,1.2
Terrible Teddy Eau de Parfum,Penhaligons,0.0,16.7,0.0,2.8,14.3,0.0,0.0
Heartless Helen Eau de Parfum,Penhaligons,1.6,1.3,4.5,4.7,3.2,0.0,1.0
Plumeria de Orris Extrait de Parfum,Areej Le Dore,0.0,9.3,9.0,10.000000000000002,8.600000000000001,16.9,0.0
Love Kills Eau de Parfum,Masque Milano,0.0,6.0,14.200000000000001,1.7,4.2,12.600000000000001,1.0
Oriental Leather Eau de Parfum,MEMO,0.0,18.8,1.8,4.6000000000000005,11.6,3.4000000000000004,0.0
Rolling in Love Eau de Parfum,By Kilian,0.0,4.199999999999999,3.0,0.0,3.9000000000000004,0.0,0.0
Ambre Khandjar Eau de Parfum,Une Nuit Nomade,0.0,17.2,0.0,5.800000000000001,3.6,4.6,0.0
Jardins de Misfah Eau de Parfum,Une Nuit Nomade,3.2,6.199999999999999,5.2,4.4,0.0,7.2,3.0
Suma Oriental Eau de Parfum,Une Nuit Nomade,0.0,10.7,0.0,13.2,9.3,3.0,0.0
Mr. Vetiver Eau de Parfum,Une Nuit Nomade,6.9,6.6,0.0,18.799999999999997,15.399999999999999,1.4,3.2
Fleur des Fleurs Eau de Parfum,Une Nuit Nomade,6.6000000000000005,9.700000000000001,7.2,8.0,5.1,10.200000000000001,0.0
Murmure des Dieux Eau de Parfum,Une Nuit Nomade,1.2,4.4,0.0,0.0,0.0,3.2,0.0
Bohemian Soul Eau de Parfum,Une Nuit Nomade,1.6,1.4,3.0,3.6,4.5,0.0,3.0
Memory Motel Eau de Parfum,Une Nuit Nomade,1.8,13.400000000000002,3.3,4.0,9.1,5.0,0.0
Kalan Eau de Parfum,Parfums de Marly,4.800000000000001,0.0,4.199999999999999,1.8,3.8000000000000003,0.0,0.0
Aventus Cologne Eau de Parfum,Creed,1.6,9.600000000000001,1.8,8.600000000000001,13.400000000000002,1.8,5.8
Harem Soiree Parfum,Arte Profumi,0.0,13.0,9.0,4.6,0.0,10.4,0.0
Velvet Rouge,Arte Profumi,0.0,12.4,0.0,7.800000000000001,4.8,1.6,0.0
Bois Sacre Parfum,Arte Profumi,1.2,15.8,0.0,9.799999999999999,13.5,1.6,0.0
Samharam Parfum,Arte Profumi,0.0,17.0,0.0,3.2,9.1,0.0,0.0
Sucre Noir Parfum,Arte Profumi,0.0,19.6,0.0,0.0,2.9000000000000004,11.200000000000001,0.0
Oeilleres Parfum Extrait,Roberto Greco,0.0,3.4,3.6,1.4,2.8,3.6,0.0
Slow Dance Eau de Parfum,BYREDO,1.6,16.6,3.0,4.6,0.0,7.3999999999999995,3.4
L'Air Des Alpes Suisses Eau de Parfum,Tauer Perfumes,6.800000000000001,8.6,3.3,5.9,0.0,0.0,4.0
Not A Perfume Superdose Eau de Parfum,Juliette Has a Gun,0.0,0.0,0.0,0.0,0.0,0.0,1.0
La Couche du Diable Eau de Parfum,Serge Lutens,0.0,13.100000000000001,3.6,1.2,7.6,5.1,0.0
Baikal Leather Intense Eau de Parfum,PARFUMS DE NICOLAI,7.2,20.400000000000002,11.4,6.4,23.000000000000004,5.4,1.2
Fucking Fabulous Travel Atomizer Eau de Parfum,TOM FORD Private Blend,0.0,7.6,0.0,1.6,2.0,0.0,0.0
Corpi Caldi Eau de Parfum,Profumi del Forte,13.600000000000001,12.8,16.0,1.4,1.2,14.7,2.0
Elae Eau de Parfum,Cire Trudon,2.5999999999999996,0.0,3.6,1.8,1.8,3.6,0.0
Squid Extrait de Parfum,Zoologist,1.2,12.000000000000002,0.0,0.0,4.3,1.4,0.0
Sir Winston Extrait de Parfum,Bortnikoff,3.0,17.1,4.7,8.799999999999999,11.7,4.6,2.0
Symphonie de Neroli Extrait de Parfum,Bortnikoff,18.7,7.0,5.4,8.9,10.799999999999999,5.4,2.2
Zemfira Extrait de Parfum,Bortnikoff,6.800000000000001,13.200000000000001,16.0,7.0,17.799999999999997,14.4,3.0
Los Angeles Eau de Parfum,Gallivant,1.2,3.2,4.8,0.0,2.5,1.8,0.0
Keep Glazed Eau de Parfum,The House Of Oud,5.2,7.6,0.0,0.0,4.4,4.5,0.0
Ristretto Intense Cafe Extrait de Parfum,Montale,2.6,22.5,9.0,5.2,2.6,15.0,1.0
Instant Crush Eau de Parfum,Mancera,3.8,14.799999999999999,10.8,9.0,4.2,16.8,1.2
Labyrinth Of Spices Extrait de Parfum,Alghabra Parfums,1.6,23.2,4.6,23.1,13.7,1.4,2.0
Ottoman Treasure Extrait de Parfum,Alghabra Parfums,0.0,18.6,0.0,6.200000000000001,8.7,0.0,0.0
Royal Sapphire Extrait de Parfum,Thameen,6.800000000000001,7.199999999999999,6.4,5.6,0.0,6.5,0.0
Kintsugi Eau de Parfum,Masque Milano,5.2,13.0,5.1,3.2,2.0,5.2,3.4
Osmanthus Elixir Parfum,Ormonde Jayne,7.8,5.0,6.9,6.699999999999999,6.5,5.0,4.4
Isfarkand Elixir Parfum,Ormonde Jayne,8.9,0.0,0.0,10.0,10.0,0.0,4.4
Ta'if Elixir Parfum,Ormonde Jayne,4.0,10.2,10.4,5.6,3.5,10.4,0.0
Royal Elixir Parfum,Ormonde Jayne,7.199999999999999,23.1,10.4,12.5,2.9000000000000004,11.600000000000001,4.2
Ormonde Elixir Parfum,Ormonde Jayne,1.6,9.2,3.3,13.8,10.0,1.8,3.0
Tuscan Leather Travel Atomizer,TOM FORD Private Blend,0.0,6.0,1.8,0.0,6.0,1.8,0.0
Noir de Noir Travel Atomizer,TOM FORD Private Blend,0.0,6.0,3.6,0.0,1.9,5.2,0.0
Cairo Eau de Parfum,Penhaligons,0.0,11.2,3.6,3.5,4.7,6.800000000000001,0.0
Neroli Intense Eau de Parfum,PARFUMS DE NICOLAI,13.0,6.0,3.6,0.0,2.6,3.6,2.0
Brume du Matin Eau de Parfum,Fragrance du Bois,8.8,9.0,12.1,3.2,4.5,10.4,2.0
Cuir de Chine Eau de Parfum,Les Indemodables,4.4,4.0,4.6,4.0,9.2,1.8,2.0
Rose Millesimee Extrait de Parfum,Jovoy Paris,4.4,3.2,18.0,3.2,1.6,19.4,2.0
Delina Hair Mist,Parfums de Marly,1.8,8.7,1.8,4.8,6.0,8.600000000000001,0.0
Cuoio Dei Dolci Eau de Parfum,La Via Del Profumo,0.0,19.400000000000002,0.0,9.0,13.2,7.3999999999999995,0.0
Notorious Oud Eau de Parfum,D.S. and Durga,0.0,17.200000000000003,8.2,1.4,13.299999999999999,3.6,1.0
Metallique Eau de Parfum,TOM FORD Signature,1.2,4.4,6.4,5.4,5.0,6.6,0.0
Fougere Emeraude Eau de Parfum,Les Indemodables,0.0,7.6000000000000005,9.7,1.8,1.2,6.6,1.0
Gentle fluidity Silver Eau de Parfum,Maison Francis Kurkdjian,4.4,7.1,0.0,4.9,4.3,1.6,2.0
gentle Fluidity Gold Eau de Parfum,Maison Francis Kurkdjian,0.0,17.8,0.0,7.500000000000001,4.1000000000000005,6.200000000000001,0.0
Oriental Velours Eau de Parfum,Les Indemodables,0.0,14.800000000000002,1.8,9.2,8.1,6.6000000000000005,0.0
Musk Cologne Eau de Parfum,Bortnikoff,10.1,13.700000000000001,4.800000000000001,4.6000000000000005,8.1,1.4,3.2
Mandarino di Sicilia Eau de Parfum,Perris Monte Carlo,10.8,5.4,6.0,4.9,2.9000000000000004,1.5,6.6
Bergamotto di Calabria Eau de Parfum,Perris Monte Carlo,8.4,2.7,8.3,6.4,6.3,5.4,0.0
Arancia di Sicilia Eau de Parfum,Perris Monte Carlo,4.0,18.900000000000002,1.5,8.0,3.8,1.6,2.4
Soleil d'Italie Eau de Parfum,Mancera,8.7,9.4,3.6,9.2,6.5,5.0,1.2
Safran Colognise Extrait de Cologne,Nishane,6.6000000000000005,8.6,0.0,0.0,5.3,0.0,1.0
Le Chant de Camargue Eau de Parfum,L'Artisan Parfumeur,5.2,3.8,1.8,8.4,5.0,3.4000000000000004,1.0
Petales de Cashmere Eau de Parfum,Fragrance du Bois,3.8,8.3,12.0,4.8,6.0,9.0,1.2
Tuscan Leather Intense Eau de Parfum,TOM FORD Private Blend,1.6,18.0,0.0,1.6,17.6,0.0,1.0
A Man's Cologne Eau de Parfum,Gravel,5.4,12.2,0.0,5.0,9.700000000000001,3.1,2.2
Villa Nellcote Eau de Parfum,19-69,11.2,10.0,8.5,4.9,4.5,5.4,5.6
Portrayal Man Eau de Parfum,Amouage,0.0,2.0,3.0,5.0,9.6,0.0,0.0
Portrayal Woman,Amouage,0.0,6.2,6.6,2.0,2.0,8.200000000000001,0.0
Humus Eau de Parfum,Mad et Len,0.0,0.0,3.0,6.0,6.0,0.0,0.0
Musc des Sables Eau de Parfum,Les Indemodables,1.6,17.7,1.6,6.300000000000001,2.6,1.4,2.0
Iris Perle Eau de Parfum,Les Indemodables,4.4,0.0,15.8,1.4,0.0,5.4,2.0
Rose de Jamal Eau de Parfum,Les Indemodables,5.4,0.0,32.4,0.0,3.4000000000000004,36.0,0.0
Pineapple Essenza Eau de Parfum,Panah London,4.0,8.8,1.7,0.0,2.5,5.9,2.4
Brandied Pear Eau de Parfum,Panah London,5.6,13.500000000000002,3.2,2.8,2.6,4.6,5.4
Nefs Extrait de Parfum,Nishane,0.0,18.900000000000002,10.5,12.600000000000001,10.6,10.6,0.0
Megamare Parfum,Orto Parisi,1.0,2.8,1.6,0.0,2.6,2.8,1.0
Mahabah Eau de Parfum,ANFAS,2.0,9.7,5.4,0.0,0.0,13.700000000000003,0.0
Shaghaf Eau de Parfum,ANFAS,0.0,42.900000000000006,0.0,18.4,22.000000000000004,1.6,1.6
Red Ishq Eau de Parfum,ANFAS,4.6,9.4,1.8,2.8,4.0,1.8,3.4
Green Gaya Eau de Parfum,ANFAS,2.8,14.500000000000002,8.0,10.299999999999999,5.4,4.6,3.0
Purple Sakan,ANFAS,5.8,20.8,1.6,10.2,2.6,4.6,3.2
Gold Watan Eau de Parfum,ANFAS,1.0,15.600000000000001,3.6,0.0,12.1,5.0,0.0
Rahaba Eau de Parfum,ANFAS,4.4,9.200000000000001,8.7,6.800000000000001,4.7,13.4,2.0
Samaha,ANFAS,7.2,1.4,10.8,1.7,2.9000000000000004,15.200000000000001,0.0
Sa'adah Eau de Parfum,ANFAS,3.0,9.3,10.5,8.2,6.6,13.6,2.0
Velvet Splendour Perfume Concentrate,Goldfield & Banks,4.800000000000001,6.7,11.6,6.000000000000001,5.4,8.8,2.0
Papyrus Oud Eau de Parfum,Parle Moi de Parfum,1.6,27.900000000000002,3.6,4.0,21.0,3.6,1.0
Gardens of India Eau de Parfum,Parle Moi de Parfum,0.0,0.0,13.5,5.4,4.800000000000001,10.4,0.0
Blackpepper Eau de Parfum,Comme des Garcons,2.4,12.8,0.0,6.3,8.000000000000002,0.0,0.0
Gosha Rubchinskiy Eau de Toilette,Comme des Garcons,0.0,3.2,0.0,4.4,3.6,0.0,0.0
Concrete Eau de Parfum,Comme des Garcons,0.0,3.3,1.8,6.9,3.2,3.3,0.0
Andy Warhol's You're In Eau de Toilette,Comme des Garcons,7.6,4.6,5.0,1.6,1.3,3.6,2.2
Escentric 01 Eau de Toilette,Escentric Molecules,3.0,7.8,0.0,1.8,6.3,0.0,0.0
2 Candle,Comme des Garcons,1.6,11.2,0.0,4.800000000000001,4.8,0.0,1.0
Odeur 53 Eau de Toilette,Comme des Garcons,1.2,1.3,0.0,1.2,0.0,0.0,0.0
Odeur 71 Eau de Toilette,Comme des Garcons,0.0,2.0,0.0,0.0,1.5,0.0,1.0
2 Eau de Parfum,Comme des Garcons,1.6,12.8,0.0,4.800000000000001,4.8,0.0,1.0
White Eau de Toilette,Comme des Garcons,1.2,8.4,7.0,5.0,1.8,6.800000000000001,0.0
2 MAN Eau de Toilette,Comme des Garcons,0.0,11.0,0.0,8.0,14.0,0.0,0.0
Original Eau de Parfum,Comme des Garcons,0.0,13.0,3.6,16.2,3.4000000000000004,3.6,0.0
3 Eau de Toilette,Comme des Garcons,1.6,0.0,1.8,7.0,6.4,3.4000000000000004,1.0
Wonderwood Eau de Parfum,Comme des Garcons,1.8,11.5,0.0,11.8,18.6,1.6,0.0
Amazingreen Eau de Parfum,Comme des Garcons,0.0,1.4,6.4,3.2,9.700000000000001,0.0,4.0
Black Eau de Toilette,Comme des Garcons,0.0,10.0,0.0,3.3,11.9,0.0,0.0
Wonderoud Eau de Parfum,Comme des Garcons,0.0,18.000000000000004,0.0,6.6,17.8,0.0,0.0
Serpentine Eau de Toilette,Comme des Garcons,0.0,4.5,3.0,3.2,2.9000000000000004,0.0,0.0
Floriental Eau de Parfum,Comme des Garcons,0.0,8.4,7.2,6.800000000000001,10.3,10.8,0.0
Dot Eau de Parfum,Comme des Garcons,1.6,5.2,9.8,1.6,1.5,8.8,5.6
Grace by Grace Coddington Eau de Toilette,Comme des Garcons,9.8,6.1,14.4,6.300000000000001,4.9,15.9,3.2
Muskane Demi Extrait,Nishane,1.2,12.4,10.2,1.6,3.9000000000000004,15.000000000000002,0.0
Florane Demi Extrait,Nishane,4.8,13.799999999999999,20.499999999999996,5.6,3.8,17.2,0.0
Lustre Eau de Parfum,Hiram Green Perfumes,5.6,0.0,22.8,0.0,0.0,18.0,6.4
L'Eau de Reims,Reims Parfums,11.599999999999998,2.0,1.6,0.0,1.5,0.0,4.0
Haute Provence Eau de Cologne,PARFUMS DE NICOLAI,3.4000000000000004,1.4,3.0,1.7,2.9000000000000004,0.0,2.0
Hossegor Eau de Parfum,A Lab on Fire,2.0,1.6,1.6,1.6,4.2,0.0,1.0
Ani Extrait de Parfum,Nishane,8.8,13.7,6.800000000000001,7.9,6.1000000000000005,8.3,5.2
Unutamam Extrait de Parfum,Nishane,1.8,12.599999999999998,1.8,3.2,2.0,3.2,0.0
Milano Cento For Him Eau de Toilette,Milano Cento,7.6,16.700000000000003,1.6,14.8,5.7,0.0,1.0
Douce Amere Eau de Parfum,Serge Lutens,0.0,6.3,3.5,6.5,4.1000000000000005,3.2,0.0
Rahat Loukhoum Eau de Parfum,Serge Lutens,0.0,9.4,1.8,2.8,1.3,10.6,0.0
Iris Silver Mist Eau de Parfum,Serge Lutens,1.0,10.0,13.6,9.899999999999999,9.1,0.0,1.0
Bois Et Musc Eau de Parfum,Serge Lutens,0.0,10.5,0.0,4.9,5.5,1.5,1.0
Sarrasins Eau de Parfum,Serge Lutens,4.8,8.100000000000001,7.0,4.0,2.0,5.4,1.0
Vanilla Vibes Eau de Parfum,Juliette Has a Gun,1.6,19.900000000000002,0.0,4.8,4.5,12.600000000000001,1.0
Winter Palace Eau de Parfum,MEMO,9.6,16.099999999999998,0.0,5.8,1.3,3.2,2.4
White Peaches Eau de Parfum,Shay & Blue,1.6,2.7,1.8,1.2,0.0,1.8,1.0
Sundazed Eau de Parfum,BYREDO,10.399999999999999,4.199999999999999,1.8,0.0,3.9000000000000004,3.2,4.4
Eau de Minthe Eau de Parfum,Diptyque,8.600000000000001,3.2,5.4,0.0,5.6000000000000005,5.4,4.4
Splendiris Eau de Parfum,Dusita,7.0,7.8,27.1,6.6,8.0,15.200000000000001,5.2
Rose Of No Man's Land Hair Perfume,BYREDO,1.2,4.0,9.0,3.2,0.0,10.4,0.0
Malt Eau de Parfum,Akro,3.4000000000000004,3.6,1.6,2.0,4.0,1.4,1.0
Dark Eau de Parfum,Akro,0.0,25.300000000000004,0.0,3.6,0.0,6.1,0.0
Night Eau de Parfum,Akro,4.6,1.4,3.6,0.0,1.3,3.6,5.0
Smoke Eau de Parfum,Akro,0.0,5.4,0.0,2.0,8.4,3.0,0.0
Haze Eau de Parfum,Akro,5.0,3.8,6.0,2.8,4.4,0.0,4.0
Molecule 02 Eau de Toilette,Escentric Molecules,3.2,1.6,0.0,0.0,0.0,0.0,0.0
Escentric 02 Eau de Toilette,Escentric Molecules,1.2,4.6,1.8,1.6,3.1,1.8,0.0
Lavender Extreme Eau de Parfum,TOM FORD Private Blend,5.2,6.7,3.3,3.0,0.0,1.8,2.0
Bana Banana Eau de Parfum,L'Artisan Parfumeur,0.0,13.3,13.0,7.4,1.3,6.9,1.0
Easy To Love Eau de Parfum,Eau d'Italie,1.6,5.0,5.0,2.8,1.3,4.6,2.0
Cassili Eau de Parfum,Parfums de Marly,3.2,9.8,7.2,3.6,3.2,17.1,2.0
Ganymede Eau de Parfum,Marc-Antoine Barrois,2.2,4.0,6.3,0.0,4.0,1.8,0.0
No. 1 Tonic Blanc Eau de Parfum,Thomas Kosmala,20.2,2.8,3.0,3.0,4.2,1.6,4.2
No. 2 Seve Nouvelle Eau de Parfum,Thomas Kosmala,6.6,9.0,1.6,3.2,1.5,0.0,2.2
No. 3 Crepuscule Ardent Eau de Parfum,Thomas Kosmala,1.2,18.8,5.4,4.800000000000001,11.1,8.2,0.0
No. 4 Apres l'Amour Eau de Parfum,Thomas Kosmala,5.6,6.800000000000001,0.0,7.4,5.9,0.0,1.0
No. 5 Frenesie Eau de Parfum,Thomas Kosmala,1.8,19.2,13.6,3.4000000000000004,15.4,11.9,0.0
No. 6 Brume Radieuse Eau de Parfum,Thomas Kosmala,2.2,16.3,9.0,3.0,9.5,14.2,0.0
No. 7 Le Sel de la Terre Eau de Parfum,Thomas Kosmala,20.0,4.199999999999999,1.8,0.0,3.9000000000000004,3.2,7.2
No. 8 Tonic Vert Eau de Parfum,Thomas Kosmala,13.299999999999999,1.4,4.800000000000001,8.2,4.9,0.0,4.2
No. 9 Bukhoor Elixir de Parfum,Thomas Kosmala,0.0,18.5,0.0,5.800000000000001,8.5,0.0,0.0
Beaute du Diable Eau de Parfum,Liquides Imaginaires,2.0,3.4000000000000004,0.0,3.2,5.800000000000001,1.4,0.0
Oud Monarch Extrait de Parfum,Bortnikoff,0.0,41.0,3.6,5.8,28.7,6.6,0.0
Amber Cologne Eau de Parfum,Bortnikoff,17.8,22.7,1.8,8.100000000000001,7.299999999999999,7.6,3.4
Musk Khabib Extrait de Parfum,Bortnikoff,5.2,18.3,0.0,5.8,9.600000000000001,3.0,1.0
Sensual Instinct Eau de Parfum,Montale,3.6,19.0,3.6,7.6,1.3,9.600000000000001,0.0
Vetiver Patchouli Eau de Parfum,Montale,8.600000000000001,7.800000000000001,1.8,9.4,12.5,3.2,4.2
Oud Dream Eau de Parfum,Montale,1.8,31.1,3.6,7.6,24.6,9.2,0.0
Holy Water Eau de Parfum,La Via Del Profumo,11.399999999999999,2.0,8.2,5.4,6.5,8.2,3.0
Mecca Balsam Eau de Parfum,La Via Del Profumo,1.2,25.6,3.3,8.0,13.0,3.2,0.0
Milano Caffe Eau de Parfum,La Via Del Profumo,0.0,21.2,3.0,8.2,4.9,3.0,0.0
Oakmoss Eau de Parfum,La Via Del Profumo,3.2,1.8,1.6,9.6,8.600000000000001,0.0,1.0
Oud Caravan No. 1 Eau de Parfum,La Via Del Profumo,0.0,41.2,0.0,0.0,36.4,0.0,1.0
Oud Caravan No. 2 Eau de Parfum,La Via Del Profumo,0.0,48.400000000000006,6.4,2.5999999999999996,42.1,5.0,0.0
Oud Caravan No. 3 Eau de Parfum,La Via Del Profumo,0.0,46.1,0.0,2.8,32.4,0.0,0.0
Amber Chocolate Eau de Parfum,La Via Del Profumo,0.0,48.400000000000006,0.0,21.4,5.1,6.200000000000001,0.0
Hindu Kush Eau de Parfum,La Via Del Profumo,2.0,12.0,0.0,6.4,6.4,0.0,0.0
Aenotus Parfum Extrait,Puredistance,11.2,4.3,0.0,1.2,1.3,0.0,2.2
Tabac Eau de Parfum,La Via Del Profumo,1.2,24.0,0.0,19.4,12.0,8.0,0.0
Molecule 03 Eau de Toilette,Escentric Molecules,0.0,0.0,1.6,8.0,9.0,1.4,1.0
Escentric 03 Eau de Toilette,Escentric Molecules,3.1,8.3,3.4000000000000004,9.5,10.1,1.8,2.0
Isle of Man Eau de Parfum,Frapin,8.399999999999999,1.4,3.3,1.6,3.1,1.8,2.2
Desert Suave Eau de Parfum,Liquides Imaginaires,6.0,4.6,5.0,8.0,6.000000000000001,5.0,1.2
Functional Fragrance,The Nue Co.,0.0,3.3,3.1,3.3,1.8,0.0,4.4
Lust In Paradise Eau de Parfum,Ex Nihilo,1.6,7.799999999999999,5.2,4.9,7.1000000000000005,5.0,1.0
Hisui (Jade) Eau de Parfum,J-Scent,5.4,6.4,11.5,3.4000000000000004,4.2,3.6,4.0
Shaft of Light Eau de Parfum,J-Scent,16.6,11.4,8.4,7.6,4.5,6.800000000000001,3.2
Usubeni (Rosy Cheeks) Eau de Parfum,J-Scent,1.6,5.4,11.600000000000001,4.2,4.2,9.5,4.0
Black Leather Eau de Parfum,J-Scent,3.6,21.2,3.6,3.6,16.9,5.2,0.0
Yuzu Eau de Parfum,J-Scent,31.7,0.0,1.8,0.0,0.0,4.6,5.8
Sumo Wrestler Eau de Parfum,J-Scent,1.6,11.3,6.6,6.6000000000000005,12.2,8.200000000000001,1.0
Yawahada (Soft Skin) Eau de Parfum,J-Scent,0.0,6.199999999999999,5.2,5.2,7.1000000000000005,3.6,2.0
Honey & Lemon Eau de Parfum,J-Scent,18.8,3.0,7.2,10.2,2.9000000000000004,10.0,4.2
Roasted Green Tea Eau de Parfum,J-Scent,4.9,2.2,6.5,0.0,0.0,3.4000000000000004,3.0
Agarwood Eau de Parfum,J-Scent,0.0,14.4,0.0,17.099999999999998,11.3,0.0,1.0
Rakugan (Sugar Sweets) Eau de Parfum,J-Scent,1.6,8.5,3.3,5.5,1.6,6.2,2.0
Hanamizake (Cherry Blossom Sake) Eau de Parfum,J-Scent,3.2,2.8,5.0,0.0,2.6,6.199999999999999,3.0
Paper Soap Eau de Parfum,J-Scent,1.6,2.8,10.5,0.0,2.6,7.2,2.0
Hydrangea Eau de Parfum,J-Scent,3.2,1.4,20.000000000000004,0.0,1.3,10.8,4.0
Elixir Pour Femme Extrait de Parfum,Roja Parfums,5.2,8.8,11.8,7.0,6.1000000000000005,10.000000000000002,1.0
Cuir Mauresque Eau de Parfum,Serge Lutens,3.2,32.00000000000001,2.8,17.9,16.599999999999998,4.6,0.0
Chene Eau de Parfum,Serge Lutens,1.8,7.4,0.0,21.299999999999997,13.000000000000002,1.5,0.0
Fumerie Turque Eau de Parfum,Serge Lutens,1.6,11.4,9.0,9.4,12.0,13.5,3.4
Muscs Koublai Khan Eau de Parfum,Serge Lutens,0.0,11.6,3.4000000000000004,1.6,3.9000000000000004,3.4000000000000004,1.0
Tubereuse Criminelle Eau de Parfum,Serge Lutens,3.2,9.8,17.3,6.2,1.3,7.0,2.6
Serge Noire Eau de Parfum - ...,Serge Lutens,0.0,8.799999999999999,0.0,6.800000000000001,0.0,0.0,0.0
Louve Eau de Parfum - ...,Serge Lutens,1.6,13.800000000000002,9.0,3.2,1.3,16.7,1.0
De Profundis Eau de Parfum,Serge Lutens,1.6,3.4,11.5,1.4,4.4,3.6,4.0
Molecule 04 Eau de Toilette,Escentric Molecules,4.6000000000000005,0.0,1.6,3.6,3.2,0.0,2.0
Escentric 04 Eau de Toilette,Escentric Molecules,4.6000000000000005,0.0,1.8,5.4,4.800000000000001,1.8,1.0
Sorong Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",5.2,15.8,0.0,6.6,15.000000000000002,0.0,2.4
Chronic Eau de Parfum,19-69,5.4,6.199999999999999,3.2,4.800000000000001,4.9,0.0,4.2
Capri Eau de Parfum,19-69,6.6000000000000005,2.9,4.9,1.5,1.3,3.2,3.2
Chinese Tobacco Eau de Parfum,19-69,3.8,10.600000000000001,0.0,13.6,20.6,1.6,0.0
Kasbah Eau de Parfum,19-69,3.5,16.7,0.0,10.8,7.4,4.4,1.2
Rainbow Bar Eau de Parfum,19-69,3.8,12.5,0.0,10.399999999999999,2.0,0.0,0.0
L'air Barbes Eau de Parfum,19-69,7.0,3.4,1.5,1.2,3.3,0.0,2.0
Gris Clair Eau de Parfum,Serge Lutens,0.0,18.7,1.5,8.4,4.5,0.0,0.0
Fleurs de Citronnier Eau de Parfum,Serge Lutens,10.399999999999999,2.8,3.0,0.0,2.6,0.0,1.0
L'Homme Aux Gants Eau de Parfum,Parfums MDCI,0.0,17.5,0.0,8.899999999999999,5.1,4.6,0.0
Bleu Satin Eau de Parfum,Parfums MDCI,11.4,4.0,6.800000000000001,1.8,10.2,9.5,5.0
Cuir Cavalier Eau de Parfum,Parfums MDCI,1.2,23.900000000000002,5.1,4.3,17.5,6.800000000000001,0.0
Chameleon Eau de Parfum,Zoologist,5.8,9.6,3.3,6.6,3.4000000000000004,6.5,0.0
Dodo Eau de Parfum,Zoologist,4.6,9.3,3.4000000000000004,3.4000000000000004,4.2,1.8,2.0
Santal Blanc Eau de Parfum,Serge Lutens,4.0,6.4,7.2,12.5,10.6,7.2,1.0
City Of Jasmine Extrait de Parfum,Alghabra Parfums,4.4,13.2,21.6,0.0,15.2,27.8,2.0
Scent Of Paradise Extrait de Parfum,Alghabra Parfums,13.2,4.7,10.2,6.4,4.5,10.1,8.2
From The Heart Extrait de Parfum,Alghabra Parfums,3.4000000000000004,3.3,7.0,2.8,0.0,5.0,1.0
King Of Flowers Extrait de Parfum,Alghabra Parfums,6.800000000000001,13.0,3.1,5.800000000000001,5.6,6.4,3.0
Poem Of Damas Extrait de Parfum,Alghabra Parfums,0.0,15.9,10.8,4.4,9.2,12.3,0.0
Boha Parfum Extrait,Jeroboam,8.0,3.3,19.2,6.4,3.2,8.6,2.0
Patiala Extrait,Thameen,5.2,5.4,5.4,3.2,1.3,8.2,2.4
Escentric 02 - Travel Spray Eau de Toilette,Escentric Molecules,1.2,3.0,1.8,3.2,4.9,1.8,0.0
Molecule 04 - Travel Spray Eau de Toilette,Escentric Molecules,4.6000000000000005,0.0,1.6,3.6,3.2,0.0,2.0
Escentric 04 - Travel Spray Eau de Toilette,Escentric Molecules,8.2,3.0,3.6,7.0,7.9,3.6,1.0
XJ Amber Gold & Rose Gold Collection Eau de Parfum,Xerjoff,3.6,27.8,8.6,14.8,8.5,8.6,1.2
Aura Perfume Oil,Essential Faith,0.0,4.4,0.0,0.0,0.0,4.6,0.0
Allende Parfum,Xerjoff,1.0,10.0,0.0,1.6,1.6,4.800000000000001,0.0
Eau Rose Hair Mist Scented Hair Perfume,Diptyque,4.6000000000000005,1.4,7.2,1.7,2.9000000000000004,7.2,1.0
Aoud Exclusif Eau de Parfum,Mancera,1.2,26.800000000000004,6.9,5.0,18.1,7.0,0.0
Jardin Exclusif Eau de Parfum,Mancera,7.6,9.100000000000001,6.699999999999999,4.6000000000000005,2.9000000000000004,9.600000000000001,4.4
Vanille Exclusive Eau de Parfum,Mancera,0.0,15.400000000000002,4.8,3.4000000000000004,4.2,9.600000000000001,0.0
Neroli Portofino Travel Atomizer,TOM FORD Private Blend,13.999999999999998,2.0,3.2,3.4000000000000004,1.8,1.8,1.2
Oud Wood Travel Atomizer,TOM FORD Private Blend,0.0,17.900000000000002,0.0,4.9,12.5,1.6,0.0
Soleil Blanc Travel Atomizer,TOM FORD Private Blend,0.0,2.0,3.6,1.6,0.0,3.6,0.0
Tobacco Vanille Travel Atomizer,TOM FORD Private Blend,0.0,5.8,0.0,7.2,6.0,3.0,0.0
Costa Azzurra Acqua Eau de Toilette,TOM FORD Private Blend,8.2,5.6,0.0,5.0,1.8,0.0,1.2
Fabulous Body Spray Scented Body Spray,TOM FORD Private Blend,0.0,14.799999999999997,1.4,1.6,5.2,3.0,1.0
