Name,Brand,SeasonScore_Summer,SeasonScore_Winter,SeasonScore_Spring,SeasonScore_Fall,GenderScore_Men,GenderScore_Women,GenderScore_Unisex
La Douceur de Siam Eau de Parfum,Dusita,3.1,17.400000000000002,13.6,15.599999999999998,6.4,13.799999999999999,2.0
Le Sillage Blanc Eau de Parfum,Dusita,8.8,9.6,13.3,5.4,12.0,1.4,5.4
Vespero Parfum Extrait,Jeroboam,3.6,10.399999999999999,1.8,1.4,7.5,1.8,0.0
Santal Complet Eau de Parfum,Fragrance du Bois,5.6,16.900000000000002,1.5,11.6,10.9,6.200000000000001,1.0
Hacivat Extrait de Parfum,Nishane,8.399999999999999,1.6,3.6,7.1000000000000005,9.2,3.6,3.2
Karagoz Extrait de Parfum,Nishane,4.199999999999999,10.0,3.2,6.000000000000001,5.6,3.2,1.0
Zenne Extrait de Parfum,Nishane,3.6,11.0,8.4,3.6,8.4,7.0,0.0
Hundred Silent Ways Extrait de Parfum,Nishane,0.0,5.0,11.1,5.2,6.3,11.100000000000001,0.0
Fan Your Flames Extrait de Parfum,Nishane,1.8,8.5,0.0,14.7,20.200000000000003,0.0,0.0
Afrika-Olifant Extrait de Parfum,Nishane,2.0,15.8,0.0,1.2,14.3,1.4,1.2
Ambra Calabria Extrait de Parfum,Nishane,6.699999999999999,15.200000000000001,11.4,4.800000000000001,1.3,9.600000000000001,4.0
Sultan Vetiver Extrait de Parfum,Nishane,5.199999999999999,12.8,5.0,28.8,29.0,3.2,3.2
Suede et Safran Extrait de Parfum,Nishane,0.0,9.600000000000001,0.0,6.4,11.0,0.0,0.0
Pachuli Kozha Extrait de Parfum,Nishane,3.0,21.7,1.6,5.3999999999999995,7.1,1.4,1.0
Tuberoza Extrait de Parfum,Nishane,3.2,4.8,13.600000000000001,8.4,7.6,4.6,0.0
A City On Fire Eau de Parfum,Imaginary Authors,0.0,4.7,0.0,3.1,6.4,0.0,0.0
Slow Explosions Eau de Parfum,Imaginary Authors,0.0,2.0,3.6,0.0,2.0,3.6,0.0
Saint Julep Eau de Parfum,Imaginary Authors,12.0,0.0,0.0,0.0,0.0,4.199999999999999,0.0
Garage Eau de Toilette,Comme des Garcons: Olfactory Library,0.0,4.0,1.8,1.6,5.8,1.8,0.0
Soda Eau de Toilette,Comme des Garcons: Olfactory Library,2.7,1.4,1.7,0.0,1.3,0.0,0.0
Tar Eau de Toilette,Comme des Garcons: Olfactory Library,1.8,2.0,0.0,0.0,2.0,0.0,0.0
Palisander Eau de Toilette,Comme des Garcons: Olfactory Library,1.6,5.2,0.0,6.6,7.9,0.0,1.0
Sequoia Eau de Toilette,Comme des Garcons: Olfactory Library,1.6,2.2,1.8,0.0,0.0,1.8,1.0
Eau de Cologne Eau de Toilette,Comme des Garcons: Olfactory Library,10.0,3.6,3.4000000000000004,3.2,1.6,1.8,4.2
Calamus Eau de Toilette,Comme des Garcons: Olfactory Library,0.0,0.0,3.4000000000000004,0.0,0.0,3.2,1.0
Sticky Cake Eau de Toilette,Comme des Garcons: Olfactory Library,1.2,1.8,4.8,2.8,0.0,4.6,0.0
Nomad Tea Eau de Toilette,Comme des Garcons: Olfactory Library,13.0,0.0,3.2,4.8,3.6,0.0,4.0
Aprilis Parfum,Santa Eulalia,7.4,0.0,11.6,1.8,1.8,7.2,3.4
Citric Parfum,Santa Eulalia,11.8,1.5,3.2,1.5,0.0,0.0,5.6
Marinis Parfum,Santa Eulalia,14.599999999999998,1.6,0.0,1.7,1.6,0.0,2.2
Nectar Parfum,Santa Eulalia,3.0,4.4,1.7,0.0,1.2,6.4,0.0
Obscuro Parfum,Santa Eulalia,1.2,12.0,0.0,1.6,9.0,0.0,0.0
Noble VIII Immortelle Parfum Extrait,Clive Christian,5.2,0.0,0.0,1.2,6.6000000000000005,2.8,1.0
Palace Oud Fragrance Oil,Thameen,1.2,23.8,7.2,12.0,25.299999999999997,7.2,0.0
Rosa Greta Eau de Parfum,Eau d'Italie,6.4,0.0,3.6,0.0,0.0,5.0,2.0
Santal Noble Eau de Parfum,Maitre Parfumeur et Gantier,0.0,17.5,0.0,11.0,9.899999999999999,3.2,0.0
This Is Not A Blue Bottle Eau de Parfum,Histoires de Parfums,0.0,7.8999999999999995,1.8,5.6000000000000005,1.3,3.2,2.4
Incident Diplomatique Eau de Parfum,Jovoy Paris,2.0,7.9,0.0,13.700000000000001,10.4,1.4,1.2
1899 Travel Spray Eau de Parfum,Histoires de Parfums,5.2,6.2,2.9,6.4,3.6,1.6,0.0
1828 Travel Spray Eau de Parfum,Histoires de Parfums,5.8,3.5,0.0,4.8,6.1000000000000005,0.0,1.2
Close Up Eau de Parfum,Olfactive Studio,1.6,24.1,5.0,8.4,5.3,3.2,3.0
Aqua Universalis Scented Hair Mist,Maison Francis Kurkdjian,4.0,0.0,3.5,0.0,0.0,5.4,1.0
A la Rose Scented Hair Mist,Maison Francis Kurkdjian,3.0,1.4,6.9,1.7,2.9000000000000004,7.6000000000000005,0.0
Remarkable People Eau de Parfum,Etat Libre d'Orange,6.6000000000000005,9.0,3.6,10.7,3.2,6.5,0.0
Bull's Blood Eau de Parfum,Imaginary Authors,0.0,3.0,1.8,2.0,3.3,1.8,0.0
Cape Heartache Eau de Parfum,Imaginary Authors,0.0,3.8000000000000003,0.0,0.0,0.0,1.6,0.0
Every Storm A Serenade Eau de Parfum,Imaginary Authors,1.6,3.2,0.0,3.2,3.6,0.0,1.0
Falling Into The Sea Eau de Parfum,Imaginary Authors,9.6,1.3,1.8,1.2,0.0,1.8,0.0
Memoirs of a Trespasser Eau de Parfum,Imaginary Authors,1.6,6.0,0.0,2.8,1.6,3.2,1.0
The Cobra & The Canary Eau de Parfum,Imaginary Authors,2.0,4.0,0.0,2.0,7.6,0.0,0.0
The Soft Lawn Eau de Parfum,Imaginary Authors,2.8,1.4,0.0,1.6,3.1,0.0,2.0
Yesterday Haze Eau de Parfum,Imaginary Authors,0.0,1.8,4.5,0.0,0.0,0.0,1.0
Empathy Eau de Parfum,The House Of Oud,0.0,11.6,0.0,8.799999999999999,15.100000000000001,3.7,0.0
Altruist Eau de Parfum,J.F. Schwarzlose,13.999999999999998,7.499999999999999,4.800000000000001,10.3,5.0,1.8,3.2
Leder 6 Eau de Parfum,J.F. Schwarzlose,0.0,19.0,0.0,2.4,11.1,4.800000000000001,0.0
Zeitgeist Eau de Parfum,J.F. Schwarzlose,5.2,6.3,0.0,2.8,1.3,1.5,0.0
Rausch Eau de Parfum,J.F. Schwarzlose,0.0,18.2,0.0,9.4,10.7,3.2,0.0
IA-33 Eau de Parfum,J.F. Schwarzlose,1.5,0.0,6.5,1.4,0.0,5.2,0.0
Kai Rose - Perfume Oil Roll-on Perfume Oil,Kai,3.2,0.0,17.4,0.0,0.0,17.6,3.0
Blossom Love Eau de Parfum,Amouage,2.6,9.8,6.800000000000001,5.2,3.2,10.000000000000002,1.0
Epidor Eau de Parfum,Lubin,4.800000000000001,9.8,11.2,3.5,3.2,11.400000000000002,1.0
Sole di Positano Eau de Parfum,TOM FORD Private Blend,23.799999999999997,0.0,13.0,0.0,0.0,3.6,7.8
Absolue d'Osmanthe Eau de Parfum,Perris Monte Carlo,3.2,7.4,10.8,3.0,3.6,18.4,2.0
Santal du Pacifique Eau de Parfum,Perris Monte Carlo,0.0,4.0,3.3,13.0,10.6,1.8,0.0
Vanille Blackberry,Comptoir Sud Pacifique,11.6,16.2,10.8,0.0,2.6,21.7,1.0
Une Tonne de Roses Eau de Parfum,Parle Moi de Parfum,2.8,7.800000000000001,19.400000000000002,1.4,1.3,16.2,4.0
Flavia Vanilla Eau de Parfum,Parle Moi de Parfum,3.2,15.000000000000002,3.4000000000000004,0.0,1.6,11.400000000000002,3.0
Totally White Eau de Parfum,Parle Moi de Parfum,0.0,1.4,0.0,0.0,1.3,0.0,0.0
Cedar Woodpecker Eau de Parfum,Parle Moi de Parfum,4.0,0.0,6.1,15.4,16.8,1.6,3.4
Milky Musk Eau de Parfum,Parle Moi de Parfum,0.0,9.5,1.6,4.8,9.7,0.0,1.0
Tomboy Neroli Eau de Parfum,Parle Moi de Parfum,11.399999999999999,7.199999999999999,4.6,5.0,3.1,1.8,1.0
Woody Perfecto Eau de Parfum,Parle Moi de Parfum,0.0,18.900000000000002,0.0,12.600000000000001,20.599999999999998,0.0,0.0
Satori Eau de Parfum,Parfum Satori,1.8,23.500000000000004,0.0,16.2,8.8,6.0,0.0
Iris Homme Eau de Parfum,Parfum Satori,7.2,6.4,17.4,10.799999999999999,8.9,5.4,2.2
Hana Hiraku Eau de Parfum,Parfum Satori,4.0,1.4,9.7,5.8,2.9000000000000004,6.4,1.0
Wasanbon Eau de Parfum,Parfum Satori,6.4,4.4,6.300000000000001,1.4,0.0,4.6,0.0
Io Non Ho Mani Che Mi Accarezzino il Volto Extrait de Parfum,UNUM,3.6,14.3,1.5,19.0,15.0,0.0,0.0
Black Phantom Eau de Parfum,By Kilian,1.6,20.200000000000003,1.4,11.200000000000001,8.200000000000001,3.0,5.8
Citizen X Eau de Parfum,Ex Nihilo,1.2,6.0,3.0,1.6,7.4,0.0,0.0
Bracken Woman Eau de Parfum,Amouage,0.0,12.600000000000001,11.3,6.800000000000001,9.6,5.0,2.0
Brooklyn Eau de Parfum,Gallivant,10.8,7.1,0.0,4.7,3.1,0.0,3.2
Istanbul Eau de Parfum,Gallivant,1.8,16.4,0.0,6.5,8.899999999999999,6.0,0.0
London Eau de Parfum,Gallivant,0.0,5.6,6.9,4.9,7.199999999999999,5.4,0.0
Tel Aviv Eau de Parfum,Gallivant,3.4000000000000004,2.7,3.6,3.0,4.5,6.4,1.0
La Tosca Eau de Parfum,Xerjoff - Casamorati,5.2,9.4,11.500000000000002,1.6,1.3,8.600000000000001,3.2
Mirabilis Eau de Parfum,L'Artisan Parfumeur,0.0,8.8,0.0,4.4,5.6,0.0,1.0
Arcana Rosa Eau de Parfum,L'Artisan Parfumeur,0.0,1.6,10.8,6.7,8.4,10.8,0.0
Tenebrae Eau de Parfum,L'Artisan Parfumeur,1.2,5.6,0.0,0.0,3.0,1.4,0.0
You Or Someone Like You Eau de Parfum,Etat Libre d'Orange,5.0,0.0,1.8,0.0,0.0,3.3,2.0
Violaceum Eau de Parfum,L'Artisan Parfumeur,0.0,4.0,7.8,0.0,4.0,3.4000000000000004,0.0
Venenum Eau de Parfum,L'Artisan Parfumeur,1.2,1.8,0.0,3.6,3.2,0.0,0.0
Nisean Eau de Parfum,Parfums de Marly,1.2,8.600000000000001,0.0,1.4,5.9,1.4,0.0
Acqua e Zucchero Body Cream Scented Body Cream,Profumum,1.6,2.2,1.4,0.0,0.0,3.0,0.0
Acqua di Sale Body Cream Scented Body Cream,Profumum,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acqua Viva Body Cream Scented Body Cream,Profumum,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Dulcis in Fundo Body Cream Scented Body Cream,Profumum,3.6,4.800000000000001,0.0,2.4,0.0,3.0,2.2
Confetto Body Cream Scented Body Cream,Profumum,1.0,0.0,0.0,0.0,0.0,1.4,0.0
Vanitas Body Cream Scented Body Cream,Profumum,0.0,2.2,0.0,0.0,0.0,3.0,0.0
Feu Secret Eau de Parfum,Bruno Fazzolari,3.2,6.2,6.0,8.0,6.6000000000000005,4.6,1.2
Musc Gold Perfume Oil,Bruno Acampora,1.4,9.9,5.1,6.000000000000001,4.2,5.2,0.0
Musc Gold Extrait Parfum Extrait,Bruno Acampora,1.4,9.9,5.1,6.000000000000001,4.2,5.2,0.0
Cypress Shade Eau de Parfum,The House Of Oud,9.0,6.0,4.6,10.0,16.599999999999998,1.6,3.0
Dates Delight Eau de Parfum,The House Of Oud,1.0,18.500000000000004,3.4,10.999999999999998,7.5,6.4,0.0
Golden Powder Eau de Parfum,The House Of Oud,1.2,26.900000000000002,0.0,28.999999999999996,17.6,4.800000000000001,0.0
Grape Pearls Eau de Parfum,The House Of Oud,0.0,17.1,3.6,4.6,3.2,6.800000000000001,0.0
Almond Harmony Eau de Parfum,The House Of Oud,6.4,15.0,13.0,0.0,8.299999999999999,11.8,2.0
Blessing Silence Eau de Parfum,The House Of Oud,0.0,29.000000000000004,7.2,1.8,22.099999999999998,7.2,0.0
Breath Of The Infinite Eau de Parfum,The House Of Oud,0.0,7.2,3.4,1.8,8.2,3.2,0.0
Clandestine Clara Eau de Parfum,Penhaligons,0.0,18.200000000000003,0.0,6.800000000000001,1.3,6.8,0.0
Riviere Extrait de Parfum,Thameen,4.0,21.8,3.6,10.600000000000001,7.8,3.6,0.0
Blackmusk Eau de Parfum,Mad et Len,0.0,3.4,0.0,1.6,1.3,0.0,0.0
Durga Eau de Parfum,D.S. and Durga,1.6,1.4,14.5,0.0,1.3,8.3,2.0
The Noir 29 Perfume Oil,Le Labo,4.8,2.8,0.0,11.0,11.4,0.0,0.0
Aqua Celestia Eau de Toilette,Maison Francis Kurkdjian,9.8,4.6,0.0,0.0,2.6,0.0,2.0
Dandelion Fig Eau de Parfum,Shay & Blue,1.6,0.0,6.200000000000001,0.0,0.0,0.0,4.0
Rhinoceros Extrait de Parfum,Zoologist,1.8,13.6,1.4,11.899999999999999,19.900000000000002,0.0,0.0
Macaque Eau de Parfum,Zoologist,1.5,9.600000000000001,19.200000000000003,7.8,11.600000000000001,5.0,6.0
Nightingale Extrait de Parfum,Zoologist,9.799999999999999,14.200000000000003,10.0,4.8,10.0,5.4,3.2
Hummingbird Extrait de Parfum,Zoologist,2.0,5.4,13.299999999999999,7.6000000000000005,2.9000000000000004,9.600000000000001,2.2
Beaver Eau de Parfum,Zoologist,6.6,9.6,11.4,2.8,5.3,5.2,4.0
Civet Extrait de Parfum,Zoologist,5.8,18.8,9.200000000000001,3.2,6.8,5.0,2.2
Oud Wood Body Spray Scented Body Spray,TOM FORD Private Blend,0.0,28.1,0.0,4.9,14.4,3.2,0.0
Cacti Eau de Parfum,Regime des Fleurs,7.0,4.0,1.8,3.2,0.0,4.6,0.0
Glass Blooms Eau de Parfum,Regime des Fleurs,0.0,4.6,8.700000000000001,1.8,4.2,8.4,0.0
Falling Trees Eau de Parfum,Regime des Fleurs,1.6,3.2,0.0,1.4,0.0,0.0,1.0
Gold Leaves Eau de Parfum,Regime des Fleurs,0.0,5.0,3.3,4.6,0.0,1.8,1.0
Kismet Eau de Parfum,Lubin,7.6,9.2,5.4,0.0,0.0,10.000000000000002,0.0
Black Afghan Eau de Parfum,Mad et Len,0.0,5.2,0.0,1.6,4.8,0.0,0.0
Fuego Flores Eau de Parfum,Mad et Len,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vetyver Bucolique Eau de Parfum,Mad et Len,3.2,0.0,1.6,3.2,3.6,2.8,2.0
Clementine California Cologne Absolue,Atelier Cologne,8.8,0.0,0.0,5.0,6.4,1.4,5.4
Bass Solo Eau de Parfum,The Vagabond Prince,2.7,15.3,1.8,17.4,11.100000000000001,1.8,0.0
Amber Flush Body Oil Scented Body Oil,Tauer Perfumes,3.0,13.999999999999998,0.0,9.600000000000001,0.0,1.6,0.0
Rose Delight Body Oil Scented Body Oil,Tauer Perfumes,1.2,3.6,9.0,1.2,0.0,9.0,0.0
11 Eau de Parfum,Boris Bidjan Saberi,1.6,10.0,0.0,0.0,12.2,0.0,3.4
Au Dela Narcisse Eau de Parfum,Bruno Fazzolari,6.6,3.6,5.0,1.6,0.0,3.6,2.0
I Feel Love Eau de Parfum,Cinnamon Projects,0.0,11.799999999999999,3.0,6.800000000000001,3.9,0.0,0.0
Contre Bombarde 32 Extrait de Parfum,Filippo Sorcinelli - SAUF,0.0,8.2,0.0,8.4,6.300000000000001,1.6,0.0
Plein Jeu III-V Extrait de Parfum,Filippo Sorcinelli - SAUF,5.6,3.6,5.2,6.699999999999999,7.8,5.2,2.0
Voix Humaine 8 Extrait de Parfum,Filippo Sorcinelli - SAUF,3.4000000000000004,16.299999999999997,5.0,4.3,7.8,6.6,0.0
Mississippi Medicine Pocket Perfume Perfume Oil,D.S. and Durga,0.0,2.0,0.0,4.8,6.300000000000001,0.0,0.0
Bowmakers Pocket Perfume Perfume Oil,D.S. and Durga,1.2,8.100000000000001,0.0,8.9,3.2,1.4,0.0
Debaser Pocket Perfume Perfume Oil,D.S. and Durga,1.8,4.9,6.2,6.2,3.6,1.5,2.0
Devil Tender Eau de Parfum,Ex Nihilo,6.199999999999999,1.6,5.4,8.6,8.0,11.200000000000001,1.0
Sublimes Essences Musc Perfume Oil,Ex Nihilo,3.2,11.8,8.2,3.2,4.8,7.0,1.0
Parfums de Nicolai - Eau de Yuzu travel spray,Luckyscent Gifts With Purchase,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Soft Tension Eau de Parfum,Andrea Maack Parfums,1.6,4.199999999999999,3.4000000000000004,1.7,5.5,1.8,2.0
Arbole Eau de Parfum,Hiram Green Perfumes,0.0,11.2,6.4,10.8,6.4,6.200000000000001,4.0
The Tragedy of Lord George Eau de Parfum,Penhaligons,0.0,4.9,0.0,2.8,0.0,1.6,1.0
The Revenge of Lady Blanche Eau de Parfum,Penhaligons,0.0,0.0,3.4000000000000004,0.0,0.0,3.4000000000000004,1.0
Much Ado About the Duke Eau de Parfum,Penhaligons,0.0,5.6,7.2,3.4000000000000004,11.8,7.2,0.0
The Coveted Duchess Rose Eau de Parfum,Penhaligons,1.6,1.4,10.8,1.8,3.1,10.8,1.0
Into The Void Eau de Parfum,Juliette Has a Gun,1.2,9.400000000000002,0.0,4.1,1.6,1.6,0.0
Au Coeur du Desert Parfum Extrait,Tauer Perfumes,1.2,10.900000000000002,0.0,4.6,4.800000000000001,0.0,0.0
Sheiduna Parfum Extrait,Puredistance,2.0,15.399999999999999,3.6,11.0,6.7,8.200000000000001,0.0
Graphite Eau de Parfum,Mad et Len,1.2,1.8,0.0,0.0,0.0,0.0,1.0
Black Uddu Eau de Parfum,Mad et Len,0.0,10.8,3.3,6.6000000000000005,6.8999999999999995,1.8,0.0
Covent Garden Eau de Parfum,Jack Perfume,6.2,1.4,3.6,0.0,1.3,3.6,3.5999999999999996
Red Musc Eau de Parfum,Mad et Len,1.2,2.8,0.0,0.0,2.6,0.0,0.0
Terre Noire Eau de Parfum,Mad et Len,1.2,1.6,0.0,3.4000000000000004,3.4000000000000004,0.0,0.0
Picadilly '69 Eau de Parfum,Jack Perfume,6.4,9.6,3.2,4.699999999999999,7.6,0.0,3.0
Jack Eau de Parfum,Jack Perfume,5.0,11.7,0.0,10.1,11.799999999999999,0.0,1.2
Eau Sacree Extrait de Parfum,HEELEY,0.0,22.8,0.0,10.999999999999998,13.6,1.4,0.0
Arabian Horse Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",0.0,7.0,5.0,1.6,3.3,1.8,2.0
Cuir Andalou Eau de Parfum,Rania J.,2.8,13.3,11.4,8.8,16.599999999999998,7.0,0.0
1962 Eau de Parfum,Floris London,3.6,13.0,9.9,9.399999999999999,6.0,3.6,2.0
1976 Eau de Parfum,Floris London,10.0,10.0,3.4000000000000004,6.6000000000000005,7.4,1.8,1.0
Mmmm... Eau de Parfum,Juliette Has a Gun,2.8,5.4,4.8,3.6,3.2,3.4000000000000004,0.0
Russian Leather Eau de Parfum,MEMO,3.6,16.7,1.6,4.9,16.0,0.0,1.0
Incense Oud Eau de Parfum,PARFUMS DE NICOLAI,1.6,44.6,1.8,4.699999999999999,32.5,3.2,1.0
Lilac Love Eau de Parfum,Amouage,1.6,12.5,14.9,3.0,1.6,12.0,1.0
Le Barbier de Tanger Eau de Parfum,Parfums MDCI,4.8,8.7,1.5,4.5,7.4,0.0,3.0
Noir de Noir Body Spray Scented Body Spray,TOM FORD Private Blend,0.0,8.0,1.8,1.6,1.9,3.4000000000000004,2.4
Tobacco Vanille Body Spray Scented Body Spray,TOM FORD Private Blend,0.0,9.8,0.0,7.8,8.2,3.2,0.0
Tuscan Leather Body Spray Scented Body Spray,TOM FORD Private Blend,0.0,9.8,0.0,1.2,8.0,1.4,3.4
Ambre Loup Eau de Parfum,Rania J.,0.0,29.9,0.0,14.299999999999999,5.5,4.6,0.0
Jasmin Kama Eau de Parfum,Rania J.,7.199999999999999,6.800000000000001,10.8,3.2,2.9000000000000004,18.6,2.2
T. Habanero Eau de Parfum,Rania J.,0.0,18.1,0.0,21.299999999999997,26.700000000000003,1.5,0.0
Lavande 44 Eau de Parfum,Rania J.,5.4,16.400000000000002,1.6,1.6,8.1,0.0,3.2
Oud Assam Eau de Parfum,Rania J.,3.4000000000000004,36.2,0.0,6.5,33.800000000000004,1.4,1.0
Larmes du Desert Eau de Parfum,Atelier des Ors,2.0,15.0,0.0,7.700000000000001,4.6,0.0,1.2
Lune Feline Eau de Parfum,Atelier des Ors,0.0,24.400000000000002,1.6,8.3,2.9000000000000004,4.6,1.0
Rose Omeyyade Eau de Parfum,Atelier des Ors,0.0,12.900000000000002,18.0,6.2,5.4,19.5,0.0
Bapteme du Feu Eau de Parfum,Serge Lutens,2.8,7.0,0.0,3.5,4.4,2.8,1.0
Green Pearl Eau de Parfum,Thameen,10.6,8.399999999999999,14.4,1.6,2.6,0.0,10.2
Amber Aoud Extrait de Parfum,Roja Parfums,5.3,23.0,7.2,6.8,12.0,8.6,0.0
Musk Aoud Extrait de Parfum,Roja Parfums,3.8,24.000000000000004,3.6,4.5,16.7,5.2,0.0
Diaghilev Extrait de Parfum,Roja Parfums,7.1,15.1,8.4,8.1,8.5,7.0,0.0
Nuwa Extrait de Parfum,Roja Parfums,3.8,12.6,12.600000000000001,7.200000000000001,3.4000000000000004,12.600000000000001,0.0
Ambre Mythique Eau de Parfum,Maitre Parfumeur et Gantier,1.8,28.400000000000002,0.0,9.8,4.6,4.6,0.0
White Zagora Eau de Toilette,The Different Company,9.4,8.8,8.3,4.800000000000001,2.6,9.9,2.0
New Sibet Extrait de Parfum,Slumberhouse,1.8,4.0,1.5,0.0,4.0,0.0,0.0
Blueberry Musk Eau de Parfum,Shay & Blue,3.2,13.5,4.6,2.4,9.1,1.8,0.0
Grand Soir Eau de Parfum,Maison Francis Kurkdjian,0.0,14.5,0.0,2.8,0.0,3.2,0.0
Iris Bleu Gris Eau de Parfum,Maitre Parfumeur et Gantier,11.2,3.6,14.2,4.6,9.3,10.600000000000001,4.2
Petit Matin Eau de Parfum,Maison Francis Kurkdjian,6.800000000000001,1.4,3.2,0.0,1.3,1.8,0.0
Noble VII Cosmos Flower Extrait de Parfum,Clive Christian,0.0,13.4,5.1,4.4,4.0,10.2,0.0
Issara Extrait de Parfum,Dusita,2.8,8.0,1.4,10.200000000000001,11.399999999999999,0.0,1.0
Melodie de l'Amour Extrait de Parfum,Dusita,4.800000000000001,2.8,19.6,6.199999999999999,5.800000000000001,13.1,3.0
Oudh Infini Extrait de Parfum,Dusita,1.6,10.200000000000001,5.0,1.8,6.7,5.2,0.0
Vodka on the Rocks Eau de Parfum,By Kilian,4.4,3.0,3.5,4.8,1.6,1.8,1.2
Noble VII Rock Rose Extrait de Parfum,Clive Christian,10.399999999999999,7.2,13.8,6.4,5.800000000000001,10.8,3.4
Mojave Ghost Roll-on Oil Perfume Oil,BYREDO,1.2,4.5,3.0,6.5,4.800000000000001,0.0,0.0
Suede Hand Wash,BYREDO,7.000000000000001,5.4,4.9,3.2,1.3,0.0,1.0
Suede Hand Lotion,BYREDO,5.800000000000001,2.0,3.2,1.6,0.0,0.0,1.0
Seminalis Parfum,Orto Parisi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Layton Eau de Parfum,Parfums de Marly,6.800000000000001,10.8,4.8,6.1000000000000005,6.0,5.0,2.0
Amber Sky Eau de Parfum,Ex Nihilo,3.0,27.400000000000002,0.0,21.7,3.2,1.6,2.4
Oud Sublime Elixir de Parfum,PARFUMS DE NICOLAI,0.0,35.400000000000006,5.4,6.4,26.3,5.4,0.0
Aurum Eau de Parfum,Kemi,9.799999999999999,19.000000000000004,7.2,0.0,9.0,11.0,2.2
Rose Atlantic Eau de Parfum,D.S. and Durga,11.2,0.0,9.0,0.0,0.0,10.5,4.6
White Peacock Lily Eau de Parfum,D.S. and Durga,5.2,2.2,17.1,1.4,0.0,7.0,1.0
Radio Bombay Eau de Parfum,D.S. and Durga,0.0,5.7,1.5,8.3,9.0,0.0,0.0
Amber Room Eau de Parfum,Thameen,1.8,28.3,5.1,22.6,9.4,5.2,0.0
Gothic V- Perfume oil Perfume Oil Roll-On,Loree Rodkin,0.0,8.0,3.4000000000000004,0.0,6.0,1.8,1.0
Gothic IV- Perfume Oil Perfume Oil Roll-On,Loree Rodkin,3.2,4.800000000000001,1.8,1.6,3.8000000000000003,4.0,2.0
Indian Wood Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",9.4,10.2,0.0,13.0,3.4000000000000004,2.8,0.0
Le Musc & La Peau Eau de Parfum,"Pierre Guillaume Paris, Parfumerie Generale",3.0,16.700000000000003,0.0,7.5,5.800000000000001,1.6,0.0
Bergamotto di Positano Eau de Parfum,Floris London,15.6,5.5,1.4,2.8,0.0,1.6,5.6000000000000005
Floplum (Flor de Mayo) Eau de Parfum,Coqui Coqui,0.0,0.0,5.4,0.0,0.0,9.0,0.0
Coco Coco Eau de Parfum,Coqui Coqui,0.0,1.3,3.2,1.2,0.0,1.4,2.0
Maderas Eau de Parfum,Coqui Coqui,0.0,0.0,0.0,3.2,1.6,0.0,1.0
Rosas Frescas Eau de Parfum,Coqui Coqui,5.6,0.0,7.2,0.0,0.0,7.2,2.2
Rosas Secas Eau de Parfum,Coqui Coqui,0.0,0.0,5.4,5.2,4.0,8.4,2.4
Tabaco Eau de Parfum,Coqui Coqui,0.0,1.3,0.0,3.2,2.0,0.0,0.0
Flor de Naranjo Eau de Parfum,Coqui Coqui,8.0,0.0,5.6,0.0,0.0,0.0,1.0
Sable & Soleil Eau de Parfum,Phaedon,4.0,10.8,3.6,4.8,5.800000000000001,6.800000000000001,0.0
Sweet Vanilla Eau de Parfum,Montale,0.0,17.200000000000003,0.0,0.0,0.0,18.200000000000003,0.0
Oudmazing Eau de Parfum,Montale,10.6,23.600000000000005,8.4,1.4,16.2,8.600000000000001,3.2
L'Attesa Eau de Parfum,Masque Milano,7.6,5.8,25.4,3.6,7.2,7.2,6.4
Bertrand Duchaufour Eau de Toilette,Project Renegades,5.6,5.0,1.5,4.6,0.0,1.4,1.0
Geza Schoen Eau de Toilette,Project Renegades,10.1,4.9,3.1,6.5,7.500000000000001,3.0,3.2
Mark Buxton Eau de Toilette,Project Renegades,1.6,14.7,10.100000000000001,9.399999999999999,11.4,5.4,3.0
Bohea Boheme Eau de Parfum,Mona di Orio,3.6,11.100000000000001,6.4,7.700000000000001,3.2,6.4,1.0
Azzurro di Capri Extrait Parfum Extrait,Bruno Acampora,9.600000000000001,8.3,9.8,6.1000000000000005,2.9000000000000004,3.6,1.0
Marfa Eau de Parfum,MEMO,3.2,3.6,7.3,5.9,4.5,5.9,0.0
Colonia No. 1 Eau de Cologne,Antica Barbieria Colla,9.0,3.2,3.3,0.0,3.8000000000000003,1.8,4.4
Colonia No. 4 Eau de Cologne,Antica Barbieria Colla,6.8,0.0,1.8,0.0,1.2,4.0,0.0
Carved Oud Extrait de Parfum,Thameen,0.0,21.200000000000003,0.0,3.3,16.099999999999998,0.0,0.0
Peacock Throne Eau de Parfum,Thameen,4.0,10.600000000000001,10.8,6.4,4.6000000000000005,15.4,0.0
Noorolain Taif Eau de Parfum,Thameen,1.2,6.800000000000001,12.6,3.2,3.1,12.6,0.0
Regent Leather Eau de Parfum,Thameen,4.0,19.0,0.0,3.4,11.2,3.2,1.2
Perfect Vanilla Roll-on Perfume Oil,Sarah Horowitz Parfums,0.0,11.900000000000002,0.0,3.2,2.0,6.4,0.0
